评价类型,消费者,rating_raw,review_text,store_name,review_date,评价展示平台,商家回应,回应&盖楼内容,rating_label,senti_score,senti_label,key_topics,store_id
打卡评价,空想家,5.0,"在这家台州菜氛围感直接拉满
 
「海肠捞饭」一端上桌就香得人挪不开眼，鲜嫩的海肠裹着浓郁酱汁，连汤汁都能炫三碗米饭！
「沙蒜豆面」更是惊艳，Q弹的豆面吸饱了海鲜的鲜味，沙蒜脆嫩爽口，层次丰富到舌尖跳舞。
 
服务也超贴心，店员热情推荐特色菜。性价比更是没得说，分量实在，人均不过百就能吃到撑。已经疯狂安利给身边的朋友，绝对会N刷的宝藏馆子！",流杯酒肆·台州Bistro,2025-05-19,点评,是,"【2025-05-19 20:54:42】商家:非常感谢您的好评！😊 看到您这么喜欢我们的海肠捞饭和沙蒜豆面，我们真的特别开心！您的满意是我们最大的动力，我们会继续努力，为您提供更优质的服务和美味的菜品。期待您和朋友们的再次光临，祝您生活愉快！🌟
",好评,0.9998,正面,"[""海肠"", ""沙蒜"", ""豆面"", ""特色菜"", ""没得说""]",1539873707
门店评价,匿名用户,4.5,点了好几个菜，每个菜品都不错，特别是虾的味道很入味，最最惊艳的是甜品、年糕、芝士拉丝特别好吃，酒也非常非常的不错，性价比很高，强烈推荐长岛冰茶。嗯，店里的环境非常好，适合来约会，服务态度也很不错，下次还会来，最好要提前定位。,流杯酒肆·台州Bistro,2025-05-19,点评,是,"【2025-05-19 20:54:49】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的虾、甜品和长岛冰茶，您的赞美让我们备受鼓舞。我们将继续保持高质量菜品和服务，期待您再次光临，享受更多美味！
",好评,1.0,正面,"[""不错"", ""非常"", ""冰茶"", ""芝士"", ""还会来""]",1539873707
打卡评价,za_q,5.0,"[米饭]口味：把所有热门都点了一遍 味道都很不错 份量也很适中

[薄荷]环境：非常的适合聚会喝约会，靠窗的位置记得提前预约哦

[服务铃]服务：非常热情，处理事情非常积极

[糖果]性价比：极高",流杯酒肆·台州Bistro,2025-05-19,点评,是,"【2025-05-19 20:54:57】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的菜品，并且对环境和服务的认可。我们将继续保持高质量的服务和菜品，期待您再次光临，享受更多美味时光！
",好评,1.0,正面,"[""非常"", ""服务"", ""靠窗"", ""份量"", ""薄荷""]",1539873707
门店评价,Venus423,4.5,"台州菜也有bistro啦，环境很轻松，就是店不好找哈哈哈哈
「沙蒜海参豆面」很好吃！里面还加了海参，味道很赞
「小土豆烧仔排」太香了！小土豆也很入味，仔排也好吃！
「猪油渣菜尖」一道很值得点的素菜
「雪绒鹅肝吐司」没想到洒落在盘子上的也都是鹅肝哈哈哈哈 蛮好吃的
酒也很好喝～",流杯酒肆·台州Bistro,2025-05-19,点评,是,"【2025-05-19 20:55:05】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的沙蒜海参豆面、小土豆烧仔排和猪油渣菜尖。您的赞美让我们备受鼓舞。我们将继续保持高质量菜品，期待您再次光临！
【2025-05-22 16:58:52】点小评:店不好找，但美食值得迷路！沙蒜海参豆面和小土豆烧仔排，味蕾的双重享受！
",好评,0.9872,正面,"[""小土豆"", ""好吃"", ""哈哈哈哈"", ""海参"", ""吐司""]",1539873707
买单评价,asfastasican,5.0,非常chill的私房！和朋友小酌的好去处！土豆烧仔排和鹅肝烧焖饭真的香掉牙，焖饭全部吃光光，特调的酒品类很多，味道也不错，唯一的缺点就是上菜太慢太慢咯！,流杯酒肆·台州Bistro,2025-05-18,点评,是,"【2025-05-18 20:42:41】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的土豆烧仔排和鹅肝烧焖饭，并且对特调酒品感到满意。我们会继续保持高质量菜品，并努力改进上菜速度。期待您和朋友再次光临！
",好评,0.0723,负面,"[""焖饭"", ""太慢"", ""掉牙"", ""chill"", ""烧仔排""]",1539873707
门店评价,SabrinaLuuu,5.0,"跳虾中日结合的味道还挺好吃
沙蒜豆面份量正好
鹅肝也不错 冰冰的
炒糍粑有锅气",流杯酒肆·台州Bistro,2025-05-18,点评,是,"【2025-05-18 20:42:53】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的沙蒜豆面和鹅肝，您的赞美让我们备受鼓舞。我们将继续保持高品质，期待再次为您服务！
",好评,0.5533,中性,"[""挺好吃"", ""沙蒜"", ""锅气"", ""豆面"", ""糍粑""]",1539873707
团购评价,冰城_5608,5.0,口味正宗，环境温馨，性价比高！好吃,流杯酒肆·台州Bistro,2025-05-18,点评,是,"【2025-05-18 20:43:02】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您对我们的口味、环境和性价比感到满意。我们将继续保持高品质，期待再次为您服务！
",好评,0.9985,正面,"[""性价比"", ""正宗"", ""温馨"", ""口味"", ""好吃""]",1539873707
打卡评价,一只Sherry_4789,5.0,环境位置好，服务态度佳，在最近吃的上海中餐bistro里是比较实惠又味美的选择。里面有包厢，下次有庆祝活动应该会再约朋友一块来,流杯酒肆·台州Bistro,2025-05-18,点评,是,"【2025-05-18 20:43:13】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您对我们的环境和位置感到满意，并且认可我们的服务态度。我们将继续保持高质量的服务和菜品，期待您下次庆祝活动时再次光临，与朋友共享美好时光！
",好评,0.9532,正面,"[""bistro"", ""美的"", ""中餐"", ""服务态度"", ""包厢""]",1539873707
门店评价,美丽的茧_3768,4.5,"窗景很好
年糕和糍粑都很好吃
黄鱼也很新鲜！
推荐推荐",流杯酒肆·台州Bistro,2025-05-18,点评,是,"【2025-05-18 20:44:05】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的年糕、糍粑和黄鱼，并且对窗景感到满意。我们会继续保持高品质，期待再次为您服务！
",好评,0.8,正面,"[""窗景"", ""糍粑"", ""推荐"", ""年糕"", ""黄鱼""]",1539873707
门店评价,ttkkxxp,5.0,都好吃 吃光光！,流杯酒肆·台州Bistro,2025-05-18,点评,是,"【2025-05-18 20:44:12】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！得知您对我们的菜品感到满意，我们非常荣幸。您的赞美将激励我们继续努力，期待在不久的将来再次为您服务！
",好评,0.3945,负面,"[""光光"", ""好吃""]",1539873707
买单评价,匿名用户,4.5,"朋友9点多到上海，临时找了这家餐厅，卡点10:15分下单了菜品，几乎包场，厨师也没有因为要下班了乱做菜。菜量虽然不大，口味都很不错，朋友平时疏于挑剔的人，也赞不绝口。
还转了盲盒酒，酒都偏甜，适合女生们喝，还画了杯子，也挺好玩的[笑脸]",流杯酒肆·台州Bistro,2025-05-18,点评,是,"【2025-05-18 20:43:24】商家:亲爱的顾客，您好！感谢您选择我们餐厅并分享您的用餐体验！很高兴得知您和朋友对我们的菜品感到满意，尤其是对厨师在临近下班时依然保持高水准的赞赏。我们会继续保持高质量的服务和菜品，期待您和朋友再次光临！
",好评,0.9598,正面,"[""挺好玩"", ""点多到"", ""卡点"", ""10"", ""15""]",1539873707
门店评价,soul0617,5.0,宝藏小酒馆，主打台州风味与创意融合菜。家烧黄鱼鲜嫩入味，露台景观位适合约会小聚 记得提前订位。,流杯酒肆·台州Bistro,2025-05-18,点评,是,"【2025-05-18 20:44:20】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的家烧黄鱼和露台景观位，您的赞美让我们备受鼓舞。我们将继续保持高质量菜品和优质服务，期待您再次光临，享受更多美味时光！
",好评,0.9954,正面,"[""家烧"", ""小聚"", ""订位"", ""小酒馆"", ""入味""]",1539873707
打卡评价,阿梓_9951,5.0,"朋友打电话说不用排多就来了这里。环境很不错，有个大落地窗看到窗外的梧桐很有感觉～我们点了双人套餐，里面的菜都不踩雷。鹅肝吐司很好吃，低温虾也很有味道，排骨炖的很烂超级容易脱骨，食材蛮新鲜的[点赞]
服务员特别热情，告诉我们打卡可以送开胃酒或者甜品，很推荐这家！",流杯酒肆·台州Bistro,2025-05-18,点评,是,"【2025-05-18 20:43:49】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的环境，尤其是大落地窗和梧桐树的美景。您对鹅肝吐司、低温虾和排骨炖菜的赞美让我们倍感荣幸。我们会继续保持高品质，期待再次为您服务！
",好评,0.8663,正面,"[""吐司"", ""开胃酒"", ""脱骨"", ""打卡"", ""排多""]",1539873707
团购评价,__阿蕩,5.0,随机进的餐厅，没想到味道还不错～，环境也很幽静，推荐来！虾和鹅肝面包都很不错～「雪绒鹅肝吐司」「雪绒鹅肝吐司」「本帮低温虾」,流杯酒肆·台州Bistro,2025-05-18,点评,是,"【2025-05-18 20:43:55】商家:亲爱的顾客，您好！感谢您对我们餐厅的推荐和好评！很高兴您喜欢我们的环境和菜品，特别是对雪绒鹅肝吐司和本帮低温虾的赞赏。我们会继续保持高品质，期待您再次光临！
",好评,0.8989,正面,"[""吐司"", ""雪绒鹅肝"", ""不错"", ""本帮"", ""幽静""]",1539873707
打卡评价,匿名用户,5.0,"「沙蒜海参豆面」「葱烤带鱼」「葱油山东小管」「葱油东山小管」「猪油渣菜尖」
中式Bistro才是坠棒的！！迷恋台州菜系并且爱小酌的朋友们有福了[吐]每道菜都想试一下奈何没有这么大肚子[捂脸]葱油小管是带膏的哟！好吃到尖叫！葱烤带鱼甜甜的酱汁肥肥的带鱼抢着吃完甚至叫了一大碗白饭来配酱汁……沙蒜海参豆面浓稠的汤汁，鲜得眉毛掉下来哈哈哈！hin好吃hin满足",流杯酒肆·台州Bistro,2025-05-18,点评,是,"【2025-05-18 16:19:36】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的沙蒜海参豆面、葱烤带鱼和葱油小管，您的赞美让我们备受鼓舞。我们将继续保持高品质，期待再次为您服务！
",好评,0.0009,负面,"[""葱油"", ""小管"", ""带鱼"", ""沙蒜"", ""hin""]",1539873707
团购评价,德勇真诚的小温,5.0,"[米饭]口味：
好
[服务铃]服务：
服务周到 生日送了长寿面
[糖果]性价比：
性价比也很高！",流杯酒肆·台州Bistro,2025-05-18,点评,是,"【2025-05-18 13:54:45】商家:非常感谢您的好评！😊 您的满意是我们最大的动力，听到您喜欢我们的米饭和服务，我们特别开心！生日送长寿面也是希望您能感受到我们的心意。性价比也是我们一直努力的方向，希望您每次来都能有愉快的体验。期待您的再次光临哦！🎉
",好评,1.0,正面,"[""性价比"", ""服务周到"", ""长寿面"", ""服务"", ""米饭""]",1539873707
团购评价,扇贝煮酒花,5.0,服务特别好，我们有两个寿星，店里给了我们一碗有两个荷包蛋的长寿面！看到我们在给寿星拍照，也扛出了摄像机给我们拍，非常感动！食物也很好吃，跳舞的茄子像鳗鱼一样，很扎实,流杯酒肆·台州Bistro,2025-05-18,点评,是,"【2025-05-18 13:54:52】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您对我们的服务和食物感到满意，特别是长寿面和跳舞的茄子。我们会继续保持高质量的服务和菜品，期待再次为您提供美好的用餐体验！
",好评,0.9285,正面,"[""寿星"", ""我们"", ""扛出"", ""长寿面"", ""荷包蛋""]",1539873707
打卡评价,桐大头头呀,5.0,"[薄荷]环境：
工作日中午没什么人，环境还蛮好的。四个人点了个套餐

[米饭]口味：
「家烧黄鱼配年糕」黄鱼蛮大的，肉很嫩。年糕糯叽叽的，蛮入味的。
「咸蛋黄苹果丝瓜」好吃，咸蛋黄味道浓郁
「沙蒜海参豆面」味道还OK

[服务铃]服务：
套餐里的酒是扭蛋机扭出来的，上菜蛮快的

[糖果]性价比：
味道好吃，总体菜量不大",流杯酒肆·台州Bistro,2025-05-18,点评,是,"【2025-05-18 13:55:02】商家:亲爱的顾客，您好！感谢您对我们餐厅的详细评价！很高兴您喜欢我们的家烧黄鱼配年糕和咸蛋黄苹果丝瓜，您的赞美让我们备受鼓舞。我们将继续保持高质量菜品，期待您再次光临，享受更多美味！
",好评,0.1854,负面,"[""咸蛋"", ""味道"", ""年糕"", ""黄鱼"", ""套餐""]",1539873707
打卡评价,一抹雪狼,5.0,非常好吃！带朋友来的店，度过了快乐的晚餐时间！下次还会来,流杯酒肆·台州Bistro,2025-05-17,点评,是,"【2025-05-18 13:55:15】商家:亲爱的顾客，非常感谢您的好评！😊 您的满意是我们最大的动力，能让您和朋友们度过快乐的晚餐时间，我们感到非常开心。期待您下次再来，我们会继续努力，为您提供更棒的美食体验！🍽️ 祝您生活愉快！
",好评,0.9924,正面,"[""还会来"", ""晚餐"", ""下次"", ""好吃"", ""度过""]",1539873707
买单评价,周小小,5.0,"偶然间发现这家台州菜小酒馆！真是宝藏店铺！强推！！
不得不夸，店里的海肠捞饭堪称一绝！新鲜 Q 弹的海肠与粒粒饱满的米饭完美融合，鲜香味美，一口下去，大海的馈赠在舌尖绽放，细腻爽滑的口感让人欲罢不能，瞬间征服味蕾，足以慰藉都市人疲惫的身心。
店员服务更是贴心到骨子里，从进门的那一刻起，就被热情迎接，点单时耐心介绍特色，上菜速度恰到好处，全程笑脸相迎，有任何需求都能及时响应，细致入微的服务让顾客如沐春风，倍感尊崇。
调酒师的手艺也着实令人惊艳，各色鸡尾酒层次丰富，色彩缤纷。每一杯都是味觉与视觉的双重享受，为微醺夜添上一抹曼妙滋味。
更有趣的是，这里还能 DIY 画杯子，超多精美杯具任选，拿起画笔，随性创作，将自己的心情与创意赋予平凡酒杯，那一刻，喝酒都多了几分艺术仪式感，为聚会增添无限乐趣。",流杯酒肆·台州Bistro,2025-05-17,点评,是,"【2025-05-18 13:53:53】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的海肠捞饭，并认可我们的贴心服务。我们会继续保持高品质，期待再次为您服务！
",好评,1.0,正面,"[""海肠"", ""强推"", ""调酒师"", ""粒粒"", ""爽滑""]",1539873707
